EM,Status
0.21334326267242432,contrastive
0.6187459826469421,contrastive
0.15275727212429047,contrastive
0.603035569190979,contrastive
1.1800620555877686,contrastive
0.0024695871397852898,contrastive
0.26288658380508423,contrastive
0.12843143939971924,contrastive
0.7618207931518555,contrastive
0.21808376908302307,contrastive
0.05447050556540489,contrastive
0.3509620130062103,contrastive
0.12085225433111191,contrastive
0.21248456835746765,contrastive
1.4598902463912964,contrastive
0.0568031370639801,contrastive
1.2875480651855469,contrastive
0.22237694263458252,contrastive
6.518601894378662,contrastive
0.1412094086408615,contrastive
0.3666854500770569,contrastive
0.15474140644073486,contrastive
0.0011005554115399718,contrastive
0.6799619197845459,contrastive
0.001310015912167728,contrastive
0.0013144691474735737,contrastive
0.19039900600910187,contrastive
0.0027531511150300503,contrastive
1.31443190574646,contrastive
0.6033587455749512,contrastive
0.2272573709487915,contrastive
0.10710375010967255,contrastive
0.0895209088921547,contrastive
0.36608201265335083,contrastive
0.16686174273490906,contrastive
1.1954759359359741,contrastive
0.020660076290369034,contrastive
0.40206244587898254,contrastive
1.2260125875473022,contrastive
0.07619394361972809,contrastive
1.395041823387146,contrastive
0.43174493312835693,contrastive
0.2879321575164795,contrastive
0.006638867314904928,contrastive
0.3421200215816498,contrastive
0.4916020333766937,contrastive
1.2493735551834106,contrastive
0.9433349370956421,contrastive
1.1954759359359741,contrastive
0.004905263893306255,contrastive
0.09123718738555908,contrastive
1.208828330039978,contrastive
0.04182657599449158,contrastive
1.9590368083299836e-06,contrastive
2.4644651412963867,contrastive
1.0980372428894043,contrastive
0.04260336607694626,contrastive
0.4170382022857666,contrastive
0.00013224303256720304,contrastive
0.0009710794547572732,contrastive
0.005464299116283655,contrastive
1.1800620555877686,contrastive
0.20703281462192535,contrastive
0.5933789014816284,contrastive
0.10710427910089493,contrastive
0.1465977430343628,contrastive
0.19577249884605408,contrastive
0.28600969910621643,contrastive
0.10710375010967255,contrastive
0.004905263893306255,contrastive
0.004371963441371918,contrastive
0.6922529935836792,contrastive
1.287102460861206,contrastive
0.02141641080379486,contrastive
0.006641383282840252,contrastive
0.00664859265089035,contrastive
0.006882136221975088,contrastive
1.3029249906539917,contrastive
0.09808695316314697,contrastive
0.28734293580055237,contrastive
1.372240662574768,contrastive
1.2148902416229248,contrastive
0.019688710570335388,contrastive
0.1501537412405014,contrastive
0.6276963353157043,contrastive
1.1954759359359741,contrastive
0.004905263893306255,contrastive
0.002467180136591196,contrastive
0.2101081758737564,contrastive
0.022779319435358047,contrastive
0.0013412972912192345,contrastive
0.3509620130062103,contrastive
1.7115652561187744,contrastive
1.3099867105484009,contrastive
1.2406723499298096,contrastive
0.03283774107694626,contrastive
0.00664859265089035,contrastive
1.2406723499298096,contrastive
0.07062646001577377,contrastive
0.00890669971704483,contrastive
1.0781835317611694,contrastive
0.15082670748233795,contrastive
0.019162461161613464,contrastive
1.2311416864395142,contrastive
0.019162461161613464,contrastive
1.2148902416229248,contrastive
0.023697182536125183,contrastive
0.004905263893306255,contrastive
1.9590368083299836e-06,contrastive
1.2749664783477783,contrastive
1.1880656480789185,contrastive
0.08040019869804382,contrastive
1.1713619232177734,contrastive
1.264788269996643,contrastive
1.208828330039978,contrastive
0.1648034155368805,contrastive
1.287102460861206,contrastive
2.320659637451172,contrastive
1.1713619232177734,contrastive
1.2406723499298096,contrastive
1.1713619232177734,contrastive
1.1880656480789185,contrastive
0.08110114932060242,contrastive
0.10949886590242386,contrastive
0.21011777222156525,contrastive
0.019162461161613464,contrastive
1.2682974338531494,contrastive
1.2493735551834106,contrastive
1.208828330039978,contrastive
0.2879321575164795,contrastive
0.0033558811992406845,contrastive
1.1880656480789185,contrastive
0.01738147810101509,contrastive
1.2206058502197266,contrastive
1.1954759359359741,contrastive
1.1954759359359741,contrastive
0.0009710794547572732,contrastive
0.03029867634177208,contrastive
0.21011777222156525,contrastive
1.253455638885498,contrastive
1.2781413793563843,contrastive
1.1713619232177734,contrastive
0.0003019316354766488,contrastive
0.10263098776340485,contrastive
0.10263098776340485,contrastive
0.00664859265089035,contrastive
0.031449802219867706,contrastive
1.2206058502197266,contrastive
0.07800574600696564,contrastive
1.2206058502197266,contrastive
1.253455638885498,contrastive
1.2451175451278687,contrastive
1.208828330039978,contrastive
0.046219274401664734,contrastive
0.014735119417309761,contrastive
0.06395988166332245,contrastive
1.1800620555877686,contrastive
0.04183004051446915,contrastive
1.1713619232177734,contrastive
1.1713619232177734,contrastive
1.1800620555877686,contrastive
0.028271175920963287,contrastive
0.006290154531598091,contrastive
0.13085585832595825,contrastive
1.2023746967315674,contrastive
1.1880656480789185,contrastive
0.49207213521003723,contrastive
1.2953262329101562,contrastive
1.1954759359359741,contrastive
0.0009710794547572732,contrastive
1.1800620555877686,contrastive
1.2451175451278687,contrastive
2.212559700012207,contrastive
0.0265284962952137,contrastive
0.0009710794547572732,contrastive
0.0033558811992406845,contrastive
0.00664859265089035,contrastive
1.1954759359359741,contrastive
1.2023746967315674,contrastive
0.21011777222156525,contrastive
0.10263098776340485,contrastive
1.2260125875473022,contrastive
1.1880656480789185,contrastive
0.8458468317985535,contrastive
1.9412343502044678,contrastive
1.1713619232177734,contrastive
1.1880656480789185,contrastive
1.2406723499298096,contrastive
1.1713619232177734,contrastive
1.208828330039978,contrastive
1.1713619232177734,contrastive
0.00664859265089035,contrastive
1.1880656480789185,contrastive
1.2260125875473022,contrastive
1.2360206842422485,contrastive
1.1713619232177734,contrastive
1.1713619232177734,contrastive
1.3234469890594482,contrastive
0.028271175920963287,contrastive
0.9657855033874512,contrastive
0.06104772910475731,contrastive
0.7376574873924255,contrastive
0.22698910534381866,contrastive
0.24970397353172302,contrastive
0.37462693452835083,contrastive
0.07187904417514801,contrastive
1.2246556282043457,contrastive
0.06899689882993698,contrastive
0.4657462239265442,contrastive
1.0999503135681152,contrastive
0.06073078140616417,contrastive
0.35451173782348633,contrastive
0.2924468219280243,contrastive
0.07998241484165192,contrastive
1.8470767736434937,contrastive
0.03539750725030899,contrastive
6.1904520988464355,contrastive
0.06461763381958008,contrastive
0.30011284351348877,contrastive
0.06522022187709808,contrastive
0.24341461062431335,contrastive
1.6738462448120117,contrastive
0.23917965590953827,contrastive
0.23512965440750122,contrastive
0.44440749287605286,contrastive
0.25527429580688477,contrastive
0.2584197223186493,contrastive
0.6354364156723022,contrastive
0.07465910911560059,contrastive
0.061761274933815,contrastive
0.07091692835092545,contrastive
0.8270169496536255,contrastive
0.49647217988967896,contrastive
0.23059409856796265,contrastive
0.11610657721757889,contrastive
0.10990151762962341,contrastive
0.2377365678548813,contrastive
0.07604305446147919,contrastive
0.2772768437862396,contrastive
1.2461785078048706,contrastive
0.9811763167381287,contrastive
0.15245631337165833,contrastive
0.6336696743965149,contrastive
1.3524335622787476,contrastive
0.24320097267627716,contrastive
1.0317163467407227,contrastive
0.23059409856796265,contrastive
0.15423062443733215,contrastive
0.5623741745948792,contrastive
0.23371709883213043,contrastive
0.09212694317102432,contrastive
0.20691987872123718,contrastive
3.293036460876465,contrastive
1.5678467750549316,contrastive
0.42990395426750183,contrastive
0.2458413541316986,contrastive
0.21622474491596222,contrastive
0.17682577669620514,contrastive
0.1541409194469452,contrastive
0.22698910534381866,contrastive
0.22221645712852478,contrastive
1.0750510692596436,contrastive
0.07223941385746002,contrastive
0.060743775218725204,contrastive
0.08421571552753448,contrastive
0.5305512547492981,contrastive
0.061761274933815,contrastive
0.15423062443733215,contrastive
0.27418678998947144,contrastive
0.721531093120575,contrastive
0.25202667713165283,contrastive
0.11253651976585388,contrastive
0.14709976315498352,contrastive
0.14305216073989868,contrastive
0.15798458456993103,contrastive
0.2557279169559479,contrastive
0.06293801963329315,contrastive
0.3107782006263733,contrastive
0.27194297313690186,contrastive
0.23513507843017578,contrastive
0.3479853868484497,contrastive
0.2958970069885254,contrastive
1.0251601934432983,contrastive
0.23059409856796265,contrastive
0.15423062443733215,contrastive
0.25375571846961975,contrastive
0.8289993405342102,contrastive
0.11581753194332123,contrastive
0.18213555216789246,contrastive
1.0999503135681152,contrastive
0.7222112417221069,contrastive
0.2573798596858978,contrastive
0.2411656677722931,contrastive
0.0939178615808487,contrastive
0.14305216073989868,contrastive
0.2411656677722931,contrastive
