EM,Status
0.022222222222222227,non-contrastive
0.06225806451612904,non-contrastive
0.04911111111111111,non-contrastive
0.04333333333333333,non-contrastive
0.04003584229390681,non-contrastive
0.02955555555555555,non-contrastive
0.021111111111111112,non-contrastive
0.013591397849462367,non-contrastive
0.020860215053763436,non-contrastive
0.013833333333333331,non-contrastive
