ContrastType,InputSize,FreqRankVal,Variance,Mean,Maximum,Range
contrastive,284,5,0.0033313099546485258,0.06462380952380953,0.14404761904761904,0.13804761904761903
contrastive,284,5,0.0010216285032139574,0.07087070707070706,0.13055555555555554,0.10237373737373735
contrastive,284,5,0.0023111187427303343,0.06118737373737374,0.1386666666666667,0.12628030303030305
contrastive,284,5,0.0007026457100591714,0.06065384615384615,0.10884615384615383,0.09307692307692306
contrastive,284,5,0.0010279679277624728,0.06088080808080808,0.09856060606060607,0.08892424242424243
contrastive,284,5,0.0028267215118946993,0.05913626373626374,0.132,0.12353846153846154
contrastive,284,5,0.0015904535720844808,0.07243636363636363,0.1131060606060606,0.10510606060606059
contrastive,284,5,0.001397383039119001,0.055214102564102564,0.11415384615384616,0.10015384615384616
non-contrastive,284,5,0.0003226577983464075,0.031328740329878854,0.0641478129713424,0.05588235294117648
non-contrastive,284,5,0.0005108095447922045,0.036992966992966995,0.07772772772772774,0.06512330512330514
non-contrastive,284,5,0.0003453630749906782,0.03696519664009858,0.06982630272952854,0.06297648587971169
non-contrastive,284,5,0.0001901707665750186,0.03325526455247818,0.06537360890302069,0.049671854517055775
non-contrastive,284,5,0.0003143404034424035,0.035181450128818556,0.06546558704453441,0.05552631578947368
non-contrastive,284,5,0.00017748999267448552,0.02658519059797832,0.049167701863354035,0.044548654244306415
non-contrastive,284,5,0.00037236358881145544,0.030206383716713702,0.059298780487804875,0.04945557491289198
non-contrastive,284,5,0.0002994945906777525,0.03175301587301587,0.06599999999999999,0.05519999999999999
non-contrastive,284,5,0.00019162715867469726,0.030770530713897425,0.05702127659574467,0.043586933161401234
non-contrastive,284,5,0.00037685395134779754,0.03765897435897436,0.07266666666666667,0.0627948717948718
non-contrastive,284,5,0.00024569171074950957,0.028968878440652636,0.0574716652136007,0.04932972972972973
non-contrastive,284,5,0.0003130409003620145,0.03586959444064707,0.07100757575757577,0.05895243791296424
non-contrastive,284,5,0.00029736059478712633,0.03137977768967594,0.06910334346504561,0.05733315712964188
non-contrastive,284,5,0.0005906931664553686,0.034223529411764715,0.07529411764705883,0.0669607843137255
non-contrastive,284,5,0.000423149624783737,0.035542647058823526,0.0710625,0.0618125
non-contrastive,284,5,0.00032479295134208694,0.03444511278195489,0.06363909774436091,0.055776258828890424
