EM,Status
0.3155316114425659,non-contrastive
0.189429372549057,non-contrastive
0.7479598522186279,non-contrastive
0.060506612062454224,non-contrastive
0.29314935207366943,non-contrastive
0.2813066840171814,non-contrastive
2.3188364505767822,non-contrastive
0.15104758739471436,non-contrastive
0.49186110496520996,non-contrastive
2.0430986881256104,non-contrastive
0.29346615076065063,non-contrastive
2.237866163253784,non-contrastive
2.232246160507202,non-contrastive
0.04325064644217491,non-contrastive
0.03526453673839569,non-contrastive
0.5306054949760437,non-contrastive
0.5317420363426208,non-contrastive
0.4225044250488281,non-contrastive
0.35750165581703186,non-contrastive
0.2851216793060303,non-contrastive
0.27320608496665955,non-contrastive
1.9305505752563477,non-contrastive
0.07791462540626526,non-contrastive
0.26881539821624756,non-contrastive
0.4687611758708954,non-contrastive
0.328952819108963,non-contrastive
2.2464592456817627,non-contrastive
1.7868878841400146,non-contrastive
0.4168538451194763,non-contrastive
0.33478501439094543,non-contrastive
2.06781268119812,non-contrastive
1.8368171453475952,non-contrastive
1.7868878841400146,non-contrastive
2.009065866470337,non-contrastive
1.9305505752563477,non-contrastive
0.49286291003227234,non-contrastive
0.26284390687942505,non-contrastive
1.9454938173294067,non-contrastive
1.9524633884429932,non-contrastive
0.2736629545688629,non-contrastive
0.2617482841014862,non-contrastive
1.8504594564437866,non-contrastive
1.8504594564437866,non-contrastive
0.07417614758014679,non-contrastive
0.026095490902662277,non-contrastive
2.1610543727874756,non-contrastive
2.039227247238159,non-contrastive
0.7833695411682129,non-contrastive
0.1196199357509613,non-contrastive
0.5090544819831848,non-contrastive
1.9591363668441772,non-contrastive
0.2808043360710144,non-contrastive
0.6448265910148621,non-contrastive
0.3629911541938782,non-contrastive
1.8053545951843262,non-contrastive
1.8746281862258911,non-contrastive
1.8053545951843262,non-contrastive
0.27727383375167847,non-contrastive
1.7868878841400146,non-contrastive
1.7868878841400146,non-contrastive
0.643079936504364,non-contrastive
0.24184778332710266,non-contrastive
0.22719000279903412,non-contrastive
2.0042409896850586,non-contrastive
1.8630092144012451,non-contrastive
1.821873664855957,non-contrastive
0.1016339659690857,non-contrastive
1.8630092144012451,non-contrastive
0.29314935207366943,non-contrastive
0.23168182373046875,non-contrastive
0.3281170725822449,non-contrastive
0.28332510590553284,non-contrastive
0.2523344159126282,non-contrastive
1.9655368328094482,non-contrastive
0.4222201108932495,non-contrastive
0.2664140462875366,non-contrastive
0.26284390687942505,non-contrastive
0.5869040489196777,non-contrastive
0.21482476592063904,non-contrastive
0.35301077365875244,non-contrastive
0.27320608496665955,non-contrastive
1.9305505752563477,non-contrastive
1.7868878841400146,non-contrastive
1.774987816810608,non-contrastive
0.4168538451194763,non-contrastive
1.8630092144012451,non-contrastive
1.895564317703247,non-contrastive
1.8504594564437866,non-contrastive
1.821873664855957,non-contrastive
1.9992632865905762,non-contrastive
2.009065866470337,non-contrastive
0.28446316719055176,non-contrastive
1.895564317703247,non-contrastive
1.895564317703247,non-contrastive
2.080362319946289,non-contrastive
0.22236043214797974,non-contrastive
0.22236043214797974,non-contrastive
1.7868878841400146,non-contrastive
1.7868878841400146,non-contrastive
0.4515329599380493,non-contrastive
0.2647160291671753,non-contrastive
1.9833052158355713,non-contrastive
1.821873664855957,non-contrastive
1.9050694704055786,non-contrastive
1.8368171453475952,non-contrastive
2.022707939147949,non-contrastive
0.2523344159126282,non-contrastive
1.8368171453475952,non-contrastive
2.2240233421325684,non-contrastive
1.8504594564437866,non-contrastive
0.2523344159126282,non-contrastive
0.03751511871814728,non-contrastive
0.23606346547603607,non-contrastive
1.8746281862258911,non-contrastive
1.7868878841400146,non-contrastive
1.9225084781646729,non-contrastive
1.8368171453475952,non-contrastive
0.27320608496665955,non-contrastive
1.7596348524093628,non-contrastive
1.8053545951843262,non-contrastive
1.957007884979248,non-contrastive
0.34028011560440063,non-contrastive
0.4954361319541931,non-contrastive
1.8262007236480713,non-contrastive
0.2523344159126282,non-contrastive
2.0042409896850586,non-contrastive
1.7643636465072632,non-contrastive
1.7548186779022217,non-contrastive
1.7868878841400146,non-contrastive
1.9833052158355713,non-contrastive
1.7868878841400146,non-contrastive
0.2282843291759491,non-contrastive
1.9305505752563477,non-contrastive
0.30265411734580994,non-contrastive
2.027003526687622,non-contrastive
1.821873664855957,non-contrastive
1.7868878841400146,non-contrastive
1.8746281862258911,non-contrastive
1.9524633884429932,non-contrastive
2.6212501525878906,non-contrastive
1.9941223859786987,non-contrastive
0.29153764247894287,non-contrastive
1.7868878841400146,non-contrastive
1.8053545951843262,non-contrastive
0.23842182755470276,non-contrastive
1.885445475578308,non-contrastive
1.9655368328094482,non-contrastive
1.7868878841400146,non-contrastive
1.8368171453475952,non-contrastive
0.26284390687942505,non-contrastive
1.7868878841400146,non-contrastive
1.7868878841400146,non-contrastive
1.821873664855957,non-contrastive
1.7868878841400146,non-contrastive
1.8630092144012451,non-contrastive
1.821873664855957,non-contrastive
1.895564317703247,non-contrastive
0.23842182755470276,non-contrastive
1.7868878841400146,non-contrastive
0.23606346547603607,non-contrastive
0.3703345060348511,non-contrastive
1.7868878841400146,non-contrastive
1.9050694704055786,non-contrastive
1.8746281862258911,non-contrastive
1.8053545951843262,non-contrastive
