ContrastType,InputSize,FreqRankVal,Variance,Mean,Maximum,Range
contrastive,284,5,0.0005214308390022679,0.06229761904761906,0.10160714285714288,0.08494047619047622
contrastive,284,5,0.0005273485468540416,0.05190753690753691,0.08696581196581198,0.07353146853146855
contrastive,284,5,0.004853530479947405,0.10015897435897436,0.1975,0.1685
contrastive,284,5,0.002763514628250599,0.0785789987789988,0.15126984126984128,0.13802197802197802
contrastive,284,5,0.0009726824623927522,0.07556443556443557,0.11384615384615385,0.10813186813186813
contrastive,284,5,0.00023745006944444444,0.04939166666666667,0.075,0.04666666666666666
contrastive,284,5,0.0008061398381837944,0.061664835164835174,0.11142857142857145,0.0942857142857143
contrastive,284,5,0.00027411466213748254,0.06292564102564102,0.09145299145299143,0.053452991452991434
contrastive,284,5,0.0034746188833354686,0.09412810457516341,0.20084967320261438,0.18151633986928103
contrastive,284,5,0.00021732974358974356,0.03767692307692307,0.06833333333333333,0.04891025641025641
contrastive,284,5,0.0007538328607721644,0.04885956937799044,0.08789473684210529,0.07244019138755983
contrastive,284,5,0.0028262459356708713,0.106597113997114,0.1711111111111111,0.1413968253968254
contrastive,284,5,0.0008976883497102545,0.05980634920634921,0.11657142857142856,0.09879365079365078
contrastive,284,5,0.0007202612345679012,0.055755555555555544,0.1111111111111111,0.09455555555555555
contrastive,284,5,0.0002881930505254001,0.0437939393939394,0.07542105263157894,0.05744125465178097
contrastive,284,5,0.0002642256997984377,0.04241031746031747,0.0692063492063492,0.05253968253968253
contrastive,284,5,0.0003626918146888386,0.059353174603174595,0.08920634920634922,0.061567460317460326
contrastive,284,5,0.006663963609377636,0.09333246753246756,0.21200000000000002,0.1941818181818182
contrastive,284,5,0.0004958474074074075,0.0484,0.09555555555555556,0.07900000000000001
contrastive,284,5,0.00017860995408631783,0.06067474747474747,0.07545454545454547,0.04434343434343436
contrastive,284,5,0.00032450822429407517,0.035425163398692824,0.07163398692810459,0.053300653594771256
contrastive,284,5,0.0007268346732632448,0.044480519480519475,0.08575757575757575,0.06528138528138527
contrastive,284,5,0.0008694352459370775,0.06697802197802198,0.10802197802197802,0.08730769230769231
contrastive,284,5,0.0010481269077134993,0.06370151515151516,0.11314285714285717,0.09090043290043293
contrastive,284,5,0.00011927024691358025,0.03306666666666667,0.05544444444444445,0.035166666666666666
contrastive,284,5,0.00036714822735705845,0.04475844155844155,0.08928571428571427,0.06855844155844154
contrastive,284,5,0.0001116066666666667,0.03676666666666666,0.05416666666666667,0.030166666666666668
contrastive,284,5,0.00026539479969765663,0.04148888888888889,0.07099999999999998,0.0527142857142857
contrastive,284,5,0.00042015274376417213,0.04365714285714285,0.07714285714285712,0.06285714285714283
contrastive,284,5,0.0010599596834789146,0.06462920412920413,0.12750915750915753,0.10546370296370298
contrastive,284,5,0.00041185725308641983,0.04186111111111111,0.08375,0.061666666666666675
contrastive,284,5,6.609848484848485e-05,0.024166666666666663,0.03761363636363636,0.02784090909090909
contrastive,284,5,0.00043246074380165304,0.04695454545454546,0.09022727272727274,0.06738636363636363
contrastive,284,5,0.0004929303703703704,0.04146666666666667,0.07955555555555556,0.06422222222222222
