ContrastType,InputSize,FreqRankVal,Variance,Mean,Maximum,Range
non-contrastive,284,5,0.0005013217250323283,0.041207523939808484,0.07143023255813953,0.06534199726402189
non-contrastive,284,5,0.00034965971710535404,0.034002195861019394,0.07345345345345344,0.06490141725435841
non-contrastive,284,5,0.00015929286114445767,0.02840392156862745,0.057690476190476174,0.04264285714285713
non-contrastive,284,5,0.00026135838748443446,0.03679278452541611,0.0671832358674464,0.046920077972709556
non-contrastive,284,5,0.0003793682119621898,0.03881639922978177,0.07819512195121953,0.06924775353016689
non-contrastive,284,5,0.00013424153959863428,0.02717496616286939,0.05028225806451613,0.03721407624633431
non-contrastive,284,5,0.0002919100629881582,0.03199365079365079,0.06863492063492063,0.05982539682539682
non-contrastive,284,5,0.0002799453776379195,0.03196615245009075,0.061051724137931036,0.04702268602540835
non-contrastive,284,5,0.0001628389273267406,0.02890384024577573,0.05185714285714285,0.04012903225806451
non-contrastive,284,5,0.00029674522227191534,0.03827824463118581,0.07823529411764707,0.060497198879551836
non-contrastive,284,5,0.00027928277038403776,0.031097021727609957,0.06216216216216216,0.05267196608373079
non-contrastive,284,5,0.00017839945227830995,0.024976958525345625,0.05095430107526882,0.04124001536098311
non-contrastive,284,5,0.00019254741286172826,0.0297406015037594,0.05214473684210526,0.041180451127819546
non-contrastive,284,5,0.00020678504229745508,0.03196102997138203,0.06080088987764183,0.044837401033828446
non-contrastive,284,5,0.00028929379992672234,0.034638568993015456,0.07291625615763547,0.059012747385705645
non-contrastive,284,5,0.00020278926697530865,0.03164537037037037,0.052083333333333336,0.044083333333333335
non-contrastive,284,5,0.00015184952125387623,0.026876901520379776,0.04925925925925926,0.04132045088566828
non-contrastive,284,5,0.0002258347588690322,0.029206006996099876,0.058337662337662334,0.044009931245225356
non-contrastive,284,5,0.00035559806495195716,0.029770573638884835,0.059808823529411775,0.05505769230769232
non-contrastive,284,5,0.000272360664827365,0.034797737556561084,0.06688301282051282,0.04939583333333333
non-contrastive,284,5,0.00046320256992386886,0.03171850419084461,0.06700193423597679,0.05738288661692917
non-contrastive,284,5,0.00024300360039970808,0.03273029528016741,0.06121212121212122,0.04785984848484849
non-contrastive,284,5,0.0002543907458504791,0.03293582811439253,0.06412024756852344,0.04922461189489915
non-contrastive,284,5,0.0002590244429916819,0.03027065853038393,0.05821428571428572,0.05202380952380953
non-contrastive,284,5,0.0002989303092718569,0.0361436507936508,0.06996031746031746,0.05496031746031746
non-contrastive,284,5,0.000585269976435109,0.03527706297830137,0.07282196969696969,0.0646969696969697
non-contrastive,284,5,0.0004067947118736692,0.03074498746867168,0.06415413533834587,0.05674342105263158
non-contrastive,284,5,0.0003501842900822724,0.03673834052781421,0.06372645372645373,0.052900627900627904
non-contrastive,284,5,0.0002405994130395079,0.03705004995004995,0.0719551282051282,0.051689976689976685
non-contrastive,284,5,0.0003405230941994849,0.032737746332375486,0.06079579579579579,0.05289663613193024
non-contrastive,284,5,0.0003441032938705234,0.03250257575757576,0.065825,0.057074999999999994
non-contrastive,284,5,0.0002153337292100035,0.03179967532467533,0.06308333333333332,0.05133008658008657
non-contrastive,284,5,0.00021744171132497114,0.029887990196078434,0.0579375,0.04560416666666667
non-contrastive,284,5,0.00031545389419789877,0.035031538808977844,0.07182475158084914,0.05908436696546453
