ContrastType,InputSize,FreqRankVal,Variance,Mean,Maximum,Range
contrastive,284,5,18.40589141845703,5.838808059692383,13.168985366821289,13.156825065612793
non-contrastive,284,5,1.6784290075302124,1.9431064128875732,4.4837236404418945,4.4329118728637695
